Grid ID,INTPTLAT,INTPTLON,Min Lat,Max Lat,Min Long,Max Long,Geography,Geography_name,Ride Count
3693,40.8082452,-73.8567226,40.80622713,40.80898833,-73.85970871,-73.85613604,1400000US36005000200,Census Tract 2; Bronx County; New York,0
3798,40.8143907,-73.8835978,40.81174954,40.81451074,-73.88471746,-73.88114479,1400000US36005011701,Census Tract 117.01; Bronx County; New York,0
4020,40.8232738,-73.889572,40.82279434,40.82555555,-73.89186282,-73.88829014,1400000US36005011900,Census Tract 119; Bronx County; New York,0
4076,40.8282758,-73.8888941,40.82555555,40.82831675,-73.89186282,-73.88829014,1400000US36005012101,Census Tract 121.01; Bronx County; New York,0
4077,40.8260035,-73.8879696,40.82555555,40.82831675,-73.88829014,-73.88471746,1400000US36005012102,Census Tract 121.02; Bronx County; New York,0
4133,40.830115,-73.8860075,40.82831675,40.83107795,-73.88829014,-73.88471746,1400000US36005012300,Census Tract 123; Bronx County; New York,0
4131,40.828636,-73.8935227,40.82831675,40.83107795,-73.8954355,-73.89186282,1400000US36005012500,Census Tract 125; Bronx County; New York,0
4075,40.8256346,-73.8923283,40.82555555,40.82831675,-73.8954355,-73.89186282,1400000US36005012701,Census Tract 127.01; Bronx County; New York,0
3962,40.8226294,-73.8987339,40.82003314,40.82279434,-73.89900818,-73.8954355,1400000US36005012901,Census Tract 129.01; Bronx County; New York,0
4074,40.8259541,-73.8978983,40.82555555,40.82831675,-73.89900818,-73.8954355,1400000US36005013100,Census Tract 131; Bronx County; New York,0
4016,40.8228225,-73.9034849,40.82279434,40.82555555,-73.90615354,-73.90258086,1400000US36005013300,Census Tract 133; Bronx County; New York,0
4073,40.8271333,-73.9020965,40.82555555,40.82831675,-73.90258086,-73.89900818,1400000US36005013500,Census Tract 135; Bronx County; New York,0
4014,40.8237653,-73.912295,40.82279434,40.82555555,-73.91329889,-73.90972621,1400000US36005014100,Census Tract 141; Bronx County; New York,0
4070,40.8277474,-73.9121298,40.82555555,40.82831675,-73.91329889,-73.90972621,1400000US36005014300,Census Tract 143; Bronx County; New York,0
4183,40.8315139,-73.9070259,40.83107795,40.83383915,-73.90972621,-73.90615354,1400000US36005014500,Census Tract 145; Bronx County; New York,0
4240,40.8342314,-73.905331,40.83383915,40.83660035,-73.90615354,-73.90258086,1400000US36005014701,Census Tract 147.01; Bronx County; New York,0
4240,40.836535,-73.9043914,40.83383915,40.83660035,-73.90615354,-73.90258086,1400000US36005014702,Census Tract 147.02; Bronx County; New York,0
4185,40.832603,-73.9014881,40.83107795,40.83383915,-73.90258086,-73.89900818,1400000US36005014900,Census Tract 149; Bronx County; New York,0
4186,40.8310843,-73.8984813,40.83107795,40.83383915,-73.89900818,-73.8954355,1400000US36005015100,Census Tract 151; Bronx County; New York,0
4187,40.8334809,-73.8941429,40.83107795,40.83383915,-73.8954355,-73.89186282,1400000US36005015300,Census Tract 153; Bronx County; New York,0
4244,40.8355262,-73.8899864,40.83383915,40.83660035,-73.89186282,-73.88829014,1400000US36005015500,Census Tract 155; Bronx County; New York,0
4189,40.8329991,-73.88545,40.83107795,40.83383915,-73.88829014,-73.88471746,1400000US36005015700,Census Tract 157; Bronx County; New York,0
4301,40.8368465,-73.8850152,40.83660035,40.83936156,-73.88829014,-73.88471746,1400000US36005016100,Census Tract 161; Bronx County; New York,0
4409,40.8431089,-73.9002773,40.84212276,40.84488396,-73.90258086,-73.89900818,1400000US36005016500,Census Tract 165; Bronx County; New York,0
4353,40.8404808,-73.9021708,40.83936156,40.84212276,-73.90258086,-73.89900818,1400000US36005016700,Census Tract 167; Bronx County; New York,0
4296,40.8377899,-73.9027247,40.83660035,40.83936156,-73.90615354,-73.90258086,1400000US36005016900,Census Tract 169; Bronx County; New York,0
4069,40.826296,-73.9165227,40.82555555,40.82831675,-73.91687157,-73.91329889,1400000US36005017300,Census Tract 173; Bronx County; New York,0
4125,40.8308225,-73.9136512,40.82831675,40.83107795,-73.91687157,-73.91329889,1400000US36005017500,Census Tract 175; Bronx County; New York,0
4182,40.8331958,-73.9111774,40.83107795,40.83383915,-73.91329889,-73.90972621,1400000US36005017701,Census Tract 177.01; Bronx County; New York,0
4239,40.8361776,-73.9095498,40.83383915,40.83660035,-73.90972621,-73.90615354,1400000US36005017702,Census Tract 177.02; Bronx County; New York,0
4237,40.834835,-73.9151867,40.83383915,40.83660035,-73.91687157,-73.91329889,1400000US36005017901,Census Tract 179.01; Bronx County; New York,0
4293,40.8370142,-73.9134989,40.83660035,40.83936156,-73.91687157,-73.91329889,1400000US36005017902,Census Tract 179.02; Bronx County; New York,0
4181,40.8316074,-73.9161112,40.83107795,40.83383915,-73.91687157,-73.91329889,1400000US36005018101,Census Tract 181.01; Bronx County; New York,0
4180,40.832265,-73.9181384,40.83107795,40.83383915,-73.92044425,-73.91687157,1400000US36005018102,Census Tract 181.02; Bronx County; New York,0
4123,40.8286371,-73.9208133,40.82831675,40.83107795,-73.92401693,-73.92044425,1400000US36005018301,Census Tract 183.01; Bronx County; New York,0
4068,40.8279119,-73.9187521,40.82555555,40.82831675,-73.92044425,-73.91687157,1400000US36005018302,Census Tract 183.02; Bronx County; New York,0
4071,40.8271796,-73.9093252,40.82555555,40.82831675,-73.90972621,-73.90615354,1400000US36005018501,Census Tract 185.01; Bronx County; New York,0
4072,40.8263118,-73.9059778,40.82555555,40.82831675,-73.90615354,-73.90258086,1400000US36005018502,Census Tract 185.02; Bronx County; New York,0
4177,40.8317231,-73.9302072,40.83107795,40.83383915,-73.93116229,-73.92758961,1400000US36005018900,Census Tract 189; Bronx County; New York,0
4233,40.8363471,-73.929323,40.83383915,40.83660035,-73.93116229,-73.92758961,1400000US36005019300,Census Tract 193; Bronx County; New York,0
4123,40.8304774,-73.9225235,40.82831675,40.83107795,-73.92401693,-73.92044425,1400000US36005019500,Census Tract 195; Bronx County; New York,0
4236,40.8352051,-73.9199778,40.83383915,40.83660035,-73.92044425,-73.91687157,1400000US36005019700,Census Tract 197; Bronx County; New York,0
4290,40.8367437,-73.925447,40.83660035,40.83936156,-73.92758961,-73.92401693,1400000US36005019900,Census Tract 199; Bronx County; New York,0
4424,40.8428349,-73.8455162,40.84212276,40.84488396,-73.84899068,-73.845418,1400000US36005020000,Census Tract 200; Bronx County; New York,0
4402,40.8421586,-73.9269632,40.84212276,40.84488396,-73.92758961,-73.92401693,1400000US36005020100,Census Tract 201; Bronx County; New York,0
4312,40.8384911,-73.8475791,40.83660035,40.83936156,-73.84899068,-73.845418,1400000US36005020200,Census Tract 202; Bronx County; New York,0
4367,40.8408659,-73.8508567,40.83936156,40.84212276,-73.85256336,-73.84899068,1400000US36005020400,Census Tract 204; Bronx County; New York,0
4459,40.8474128,-73.9236562,40.84488396,40.84764516,-73.92401693,-73.92044425,1400000US36005020501,Census Tract 205.01; Bronx County; New York,0
4572,40.8513754,-73.9194914,40.85040636,40.85316757,-73.92044425,-73.91687157,1400000US36005020502,Census Tract 205.02; Bronx County; New York,0
4311,40.8366476,-73.8505404,40.83660035,40.83936156,-73.85256336,-73.84899068,1400000US36005020601,Census Tract 206.01; Bronx County; New York,0
4405,40.8430704,-73.9150173,40.84212276,40.84488396,-73.91687157,-73.91329889,1400000US36005020900,Census Tract 209; Bronx County; New York,0
4365,40.8408055,-73.8582793,40.83936156,40.84212276,-73.85970871,-73.85613604,1400000US36005021001,Census Tract 210.01; Bronx County; New York,0
4309,40.8384785,-73.8565158,40.83660035,40.83936156,-73.85970871,-73.85613604,1400000US36005021002,Census Tract 210.02; Bronx County; New York,0
4347,40.8403976,-73.9235077,40.83936156,40.84212276,-73.92401693,-73.92044425,1400000US36005021100,Census Tract 211; Bronx County; New York,0
4253,40.8361273,-73.8589637,40.83383915,40.83660035,-73.85970871,-73.85613604,1400000US36005021200,Census Tract 212; Bronx County; New York,0
4460,40.8455444,-73.9198231,40.84488396,40.84764516,-73.92044425,-73.91687157,1400000US36005021301,Census Tract 213.01; Bronx County; New York,0
4404,40.8430485,-73.9203798,40.84212276,40.84488396,-73.92044425,-73.91687157,1400000US36005021302,Census Tract 213.02; Bronx County; New York,0
4516,40.849466,-73.9182452,40.84764516,40.85040636,-73.92044425,-73.91687157,1400000US36005021501,Census Tract 215.01; Bronx County; New York,0
4517,40.8480444,-73.9167104,40.84764516,40.85040636,-73.91687157,-73.91329889,1400000US36005021502,Census Tract 215.02; Bronx County; New York,0
4307,40.8375386,-73.864822,40.83660035,40.83936156,-73.86685407,-73.86328139,1400000US36005021601,Census Tract 216.01; Bronx County; New York,0
4308,40.8371926,-73.8622718,40.83660035,40.83936156,-73.86328139,-73.85970871,1400000US36005021602,Census Tract 216.02; Bronx County; New York,0
4517,40.8481818,-73.9133082,40.84764516,40.85040636,-73.91687157,-73.91329889,1400000US36005021700,Census Tract 217; Bronx County; New York,0
4306,40.8374667,-73.869395,40.83660035,40.83936156,-73.87042675,-73.86685407,1400000US36005021800,Census Tract 218; Bronx County; New York,0
4348,40.8396448,-73.9196221,40.83936156,40.84212276,-73.92044425,-73.91687157,1400000US36005021900,Census Tract 219; Bronx County; New York,0
4417,40.8433426,-73.872429,40.84212276,40.84488396,-73.87399943,-73.87042675,1400000US36005022000,Census Tract 220; Bronx County; New York,0
4292,40.8382778,-73.9181232,40.83660035,40.83936156,-73.92044425,-73.91687157,1400000US36005022101,Census Tract 221.01; Bronx County; New York,0
4293,40.8376586,-73.9160957,40.83660035,40.83936156,-73.91687157,-73.91329889,1400000US36005022102,Census Tract 221.02; Bronx County; New York,0
4254,40.8356878,-73.855205,40.83383915,40.83660035,-73.85613604,-73.85256336,1400000US36005022200,Census Tract 222; Bronx County; New York,0
4349,40.8405251,-73.9150885,40.83936156,40.84212276,-73.91687157,-73.91329889,1400000US36005022300,Census Tract 223; Bronx County; New York,0
4642,40.8550184,-73.8685096,40.85316757,40.85592877,-73.87042675,-73.86685407,1400000US36005022401,Census Tract 224.01; Bronx County; New York,0
4699,40.8564761,-73.8654307,40.85592877,40.85868997,-73.86685407,-73.86328139,1400000US36005022403,Census Tract 224.03; Bronx County; New York,0
4587,40.8527445,-73.8663009,40.85040636,40.85316757,-73.86685407,-73.86328139,1400000US36005022404,Census Tract 224.04; Bronx County; New York,0
4350,40.8401399,-73.910972,40.83936156,40.84212276,-73.91329889,-73.90972621,1400000US36005022500,Census Tract 225; Bronx County; New York,0
4462,40.8468041,-73.9110601,40.84488396,40.84764516,-73.91329889,-73.90972621,1400000US36005022701,Census Tract 227.01; Bronx County; New York,4.10E-06
4406,40.8444792,-73.9132689,40.84212276,40.84488396,-73.91329889,-73.90972621,1400000US36005022702,Census Tract 227.02; Bronx County; New York,0
4406,40.8440365,-73.9105204,40.84212276,40.84488396,-73.91329889,-73.90972621,1400000US36005022703,Census Tract 227.03; Bronx County; New York,0
4643,40.8534896,-73.8635363,40.85316757,40.85592877,-73.86685407,-73.86328139,1400000US36005022800,Census Tract 228; Bronx County; New York,0
4463,40.8460928,-73.9072191,40.84488396,40.84764516,-73.90972621,-73.90615354,1400000US36005022901,Census Tract 229.01; Bronx County; New York,0
4407,40.8437952,-73.9071529,40.84212276,40.84488396,-73.90972621,-73.90615354,1400000US36005022902,Census Tract 229.02; Bronx County; New York,0
4531,40.8492873,-73.8660154,40.84764516,40.85040636,-73.86685407,-73.86328139,1400000US36005023000,Census Tract 230; Bronx County; New York,0
4465,40.8462192,-73.9024562,40.84488396,40.84764516,-73.90258086,-73.89900818,1400000US36005023100,Census Tract 231; Bronx County; New York,4.10E-06
4475,40.8469746,-73.8633164,40.84488396,40.84764516,-73.86685407,-73.86328139,1400000US36005023200,Census Tract 232; Bronx County; New York,0
4519,40.8495612,-73.9087543,40.84764516,40.85040636,-73.90972621,-73.90615354,1400000US36005023301,Census Tract 233.01; Bronx County; New York,1.03E-05
4520,40.8481852,-73.9047291,40.84764516,40.85040636,-73.90615354,-73.90258086,1400000US36005023302,Census Tract 233.02; Bronx County; New York,4.10E-06
4576,40.8521471,-73.9045719,40.85040636,40.85316757,-73.90615354,-73.90258086,1400000US36005023501,Census Tract 235.01; Bronx County; New York,1.64E-05
4576,40.8512926,-73.9034696,40.85040636,40.85316757,-73.90615354,-73.90258086,1400000US36005023502,Census Tract 235.02; Bronx County; New York,1.64E-05
4474,40.8450908,-73.8672583,40.84488396,40.84764516,-73.87042675,-73.86685407,1400000US36005023600,Census Tract 236; Bronx County; New York,0
4746,40.8606441,-73.8973195,40.85868997,40.86145117,-73.89900818,-73.8954355,1400000US36005023702,Census Tract 237.02; Bronx County; New York,1.85E-05
4745,40.8600426,-73.8995706,40.85868997,40.86145117,-73.90258086,-73.89900818,1400000US36005023703,Census Tract 237.03; Bronx County; New York,4.10E-06
4689,40.8562675,-73.9019054,40.85592877,40.85868997,-73.90258086,-73.89900818,1400000US36005023704,Census Tract 237.04; Bronx County; New York,4.10E-06
4420,40.8437081,-73.8610936,40.84212276,40.84488396,-73.86328139,-73.85970871,1400000US36005023800,Census Tract 238; Bronx County; New York,0
4744,40.8589133,-73.9028682,40.85868997,40.86145117,-73.90615354,-73.90258086,1400000US36005023900,Census Tract 239; Bronx County; New York,0
4362,40.8416234,-73.8688759,40.83936156,40.84212276,-73.87042675,-73.86685407,1400000US36005024000,Census Tract 240; Bronx County; New York,0
4575,40.8531471,-73.9061863,40.85040636,40.85316757,-73.90972621,-73.90615354,1400000US36005024100,Census Tract 241; Bronx County; New York,0
4574,40.8524282,-73.9115345,40.85040636,40.85316757,-73.91329889,-73.90972621,1400000US36005024300,Census Tract 243; Bronx County; New York,0
4477,40.8462265,-73.8575198,40.84488396,40.84764516,-73.85970871,-73.85613604,1400000US36005024400,Census Tract 244; Bronx County; New York,0
4573,40.8528793,-73.9154618,40.85040636,40.85316757,-73.91687157,-73.91329889,1400000US36005024501,Census Tract 245.01; Bronx County; New York,0
4629,40.8551094,-73.9135653,40.85316757,40.85592877,-73.91687157,-73.91329889,1400000US36005024502,Census Tract 245.02; Bronx County; New York,0
4588,40.8516098,-73.8611557,40.85040636,40.85316757,-73.86328139,-73.85970871,1400000US36005024600,Census Tract 246; Bronx County; New York,0
4628,40.8555518,-73.9184217,40.85316757,40.85592877,-73.92044425,-73.91687157,1400000US36005024700,Census Tract 247; Bronx County; New York,0
4645,40.8553409,-73.8584097,40.85316757,40.85592877,-73.85970871,-73.85613604,1400000US36005024800,Census Tract 248; Bronx County; New York,0
4590,40.8517064,-73.8557006,40.85040636,40.85316757,-73.85613604,-73.85256336,1400000US36005025000,Census Tract 250; Bronx County; New York,0
4687,40.8565412,-73.9077336,40.85592877,40.85868997,-73.90972621,-73.90615354,1400000US36005025100,Census Tract 251; Bronx County; New York,0
4478,40.8471319,-73.8549662,40.84488396,40.84764516,-73.85613604,-73.85256336,1400000US36005025200,Census Tract 252; Bronx County; New York,0
4744,40.8610069,-73.9045549,40.85868997,40.86145117,-73.90615354,-73.90258086,1400000US36005025300,Census Tract 253; Bronx County; New York,0
4535,40.8484985,-73.8524773,40.84764516,40.85040636,-73.85256336,-73.84899068,1400000US36005025400,Census Tract 254; Bronx County; New York,0
4743,40.8605351,-73.9089405,40.85868997,40.86145117,-73.90972621,-73.90615354,1400000US36005025500,Census Tract 255; Bronx County; New York,0
4423,40.8443911,-73.850219,40.84212276,40.84488396,-73.85256336,-73.84899068,1400000US36005025600,Census Tract 256; Bronx County; New York,0
4741,40.8603146,-73.9140948,40.85868997,40.86145117,-73.91687157,-73.91329889,1400000US36005025700,Census Tract 257; Bronx County; New York,0
4856,40.866667,-73.9058953,40.86421237,40.86697358,-73.90615354,-73.90258086,1400000US36005026100,Census Tract 261; Bronx County; New York,0
4856,40.8647665,-73.9044669,40.86421237,40.86697358,-73.90615354,-73.90258086,1400000US36005026300,Census Tract 263; Bronx County; New York,0
4857,40.8662234,-73.9002412,40.86421237,40.86697358,-73.90258086,-73.89900818,1400000US36005026500,Census Tract 265; Bronx County; New York,2.05E-06
4913,40.8693531,-73.901228,40.86697358,40.86973478,-73.90258086,-73.89900818,1400000US36005026701,Census Tract 267.01; Bronx County; New York,6.15E-06
4969,40.8722664,-73.900119,40.86973478,40.87249598,-73.90258086,-73.89900818,1400000US36005026702,Census Tract 267.02; Bronx County; New York,0
4855,40.865714,-73.9096244,40.86421237,40.86697358,-73.90972621,-73.90615354,1400000US36005026900,Census Tract 269; Bronx County; New York,0
5024,40.8738983,-73.9032289,40.87249598,40.87525718,-73.90615354,-73.90258086,1400000US36005027300,Census Tract 273; Bronx County; New York,0
5137,40.8783975,-73.9014677,40.87801838,40.88077959,-73.90258086,-73.89900818,1400000US36005027700,Census Tract 277; Bronx County; New York,0
5194,40.8825586,-73.8972881,40.88077959,40.88354079,-73.89900818,-73.8954355,1400000US36005027900,Census Tract 279; Bronx County; New York,0
5252,40.8837896,-73.8906453,40.88354079,40.88630199,-73.89186282,-73.88829014,1400000US36005028100,Census Tract 281; Bronx County; New York,0
5305,40.8864295,-73.9025669,40.88630199,40.88906319,-73.90258086,-73.89900818,1400000US36005028500,Census Tract 285; Bronx County; New York,0
4536,40.8491849,-73.8477752,40.84764516,40.85040636,-73.84899068,-73.845418,1400000US36005028600,Census Tract 286; Bronx County; New York,0
5192,40.8827147,-73.9046564,40.88077959,40.88354079,-73.90615354,-73.90258086,1400000US36005028700,Census Tract 287; Bronx County; New York,0
4647,40.8542921,-73.8514721,40.85316757,40.85592877,-73.85256336,-73.84899068,1400000US36005028800,Census Tract 288; Bronx County; New York,0
5135,40.87956,-73.9073271,40.87801838,40.88077959,-73.90972621,-73.90615354,1400000US36005028900,Census Tract 289; Bronx County; New York,0
5187,40.8829227,-73.9216655,40.88077959,40.88354079,-73.92401693,-73.92044425,1400000US36005029301,Census Tract 293.01; Bronx County; New York,0
5133,40.8792795,-73.9158619,40.87801838,40.88077959,-73.91687157,-73.91329889,1400000US36005029302,Census Tract 293.02; Bronx County; New York,0
5247,40.884935,-73.9085679,40.88354079,40.88630199,-73.90972621,-73.90615354,1400000US36005029500,Census Tract 295; Bronx County; New York,0
5246,40.884931,-73.9118383,40.88354079,40.88630199,-73.91329889,-73.90972621,1400000US36005029700,Census Tract 297; Bronx County; New York,0
5188,40.8832399,-73.9179338,40.88077959,40.88354079,-73.92044425,-73.91687157,1400000US36005030100,Census Tract 301; Bronx County; New York,0
5414,40.8931511,-73.9105743,40.89182439,40.8945856,-73.91329889,-73.90972621,1400000US36005030701,Census Tract 307.01; Bronx County; New York,0
4816,40.8615367,-73.8455326,40.86145117,40.86421237,-73.84899068,-73.845418,1400000US36005031400,Census Tract 314; Bronx County; New York,0
4816,40.8619716,-73.8487247,40.86145117,40.86421237,-73.84899068,-73.845418,1400000US36005031600,Census Tract 316; Bronx County; New York,0
4815,40.8619545,-73.8515677,40.86145117,40.86421237,-73.85256336,-73.84899068,1400000US36005031800,Census Tract 318; Bronx County; New York,0
4756,40.8613366,-73.8597114,40.85868997,40.86145117,-73.86328139,-73.85970871,1400000US36005032400,Census Tract 324; Bronx County; New York,0
