bike_volume,total_population,population_density,male_percent,percent_inhouseholds,percent_marriedhouseholds,percent_cohabitingcouple,percent_solomale,percent_solofemale,percent_occupiedhousingunits,percent_owneroccupied,percent_renteroccupied,median_age,percent_under5,percent_5to9,percent_10to14,percent_15to19,percent_20to24,percent_25to29,percent_30to34,percent_35to39,percent_40to44,percent_45to49,percent_50to54,percent_55to59,percent_60to64,percent_65to69,percent_70to74,percent_75to79,percent_80to84,percent_over85,male_median_age,male_percent_under5,male_percent_5to9,male_percent_10to14,male_percent_15to19,male_percent_20to24,male_percent_25to29,male_percent_30to34,male_percent_35to39,male_percent_40to44,male_percent_45to49,male_percent_50to54,male_percent_55to59,male_percent_60to64,male_percent_65to69,male_percent_70to74,male_percent_75to79,male_percent_80to84,male_percent_over85,Female_median_age,female_percent_under5,female_percent_5to9,female_percent_10to14,female_percent_15to19,female_percent_20to24,female_percent_25to29,female_percent_30to34,female_percent_35to39,female_percent_40to44,female_percent_45to49,female_percent_50to54,female_percent_55to59,female_percent_60to64,female_percent_65to69,female_percent_70to74,female_percent_75to79,female_percent_80to84,female_percent_over85,median_household_income,percent_income_under10k,percent_income_10to15k,percent_income_15to25k,percent_income_25to35k,percent_income_35to50k,percent_income_50to75k,percent_income_75to100k,percent_income_100to150k,percent_income_150to200k,percent_income_over200k,percent_novehicles,percent_1vehicle_perperson,percent_lessthan1vehicle_perperson,under25y_percent_highschool,under25y_percent_somecollege,under25y_percent_bachelors,over25y_percent_highschool,over25y_percent_somecollege,over25y_percent_bachelors,over25y_percent_graduatedegree
20.98687726,0.527392719,0.680739299,-1.047530005,-1.675679326,-1.660550254,-0.189170168,-0.602666726,-0.536736765,0.54454348,-1.185822776,1.268632346,-1.420318418,1.66831098,1.735049633,1.641307801,1.083191674,0.326440406,-0.163747981,-0.568240901,0.05791584,-0.471529246,-1.026407272,0.003732922,-0.331960961,-1.305234305,-1.664540063,-1.126472893,-0.531905559,-1.031104012,-0.719125344,-1.935678434,2.222721081,1.991981946,1.497305282,1.459226235,0.54276027,-0.231736896,-0.674995062,-0.375971026,-0.666684846,-1.467867817,-0.668006561,-0.451256005,-1.430966401,-1.558234098,-1.195827972,-0.472003781,-1.005288392,-0.997157106,-1.053344104,1.100730402,1.400416873,1.651566862,0.721960876,0.152992081,-0.111642364,-0.453510791,0.471188558,-0.190406697,-0.421569724,0.514812136,-0.196495464,-1.071562976,-1.621971349,-1.018899943,-0.56064371,-1.013254569,-0.501325958,-1.679814564,3.9929754,2.557870299,-0.606731604,1.030904979,0.167915006,-1.82156082,-0.301682859,-1.666646442,-1.203533618,-0.991740531,0.329758354,-1.074361731,-0.270314819,0.783950162,-0.02402911,-0.616173977,1.106529786,-0.744767332,-1.350409307,-1.209092206
33.83623416,0.970464691,-0.580368507,-1.608772483,0.37649062,-0.678231307,0.55325613,0.102622397,0.910984827,1.156044426,-0.658856464,0.86108353,1.054458988,-0.594815251,-0.399843493,-0.084875516,-0.085018121,-0.719810561,-0.466827716,-0.420035467,-0.589128855,-0.980337761,-0.100133354,0.542936439,1.352161964,1.132986117,0.845831534,1.433886733,1.236645049,0.524590981,0.089925215,0.635834562,-0.675591323,-0.361283495,0.199657565,0.27240609,-0.532676471,-0.402486515,-0.379100498,-0.342403087,-0.691167061,-0.072671535,0.315115131,0.797286871,0.869751545,0.934643525,1.042924899,0.445243275,0.198083429,0.313022942,1.324088332,-0.473141508,-0.384685733,-0.298309167,-0.328785609,-0.775914212,-0.487304454,-0.427296196,-0.747151959,-1.041440672,-0.09049736,0.615967066,1.563834909,1.191084512,0.689729086,1.573769843,1.618946881,0.650868348,-0.062608332,-0.600822992,-0.626467923,-0.597239125,-0.290532925,0.367472602,1.734747073,3.915596556,-0.837704901,-0.575260985,-1.507549382,-0.991740531,-0.698385306,2.136158912,-0.258999849,-0.811152567,-0.483674971,-1.065668024,-0.556061837,2.270761978,-0.38504471,0.138582199
19.07712071,-0.521417508,-0.23397342,-0.924196375,0.399265873,-1.274408235,0.51360896,-0.366320725,-0.442291358,0.842809234,-0.972407249,1.11284375,-1.455926726,1.839216226,2.133236468,1.510483265,0.555942876,-0.089892518,0.487083805,0.566449284,0.007295941,-0.245818876,-0.874626537,-0.859526506,-1.442149255,-1.317108408,-1.660723254,-1.50827239,-1.497652952,-1.357698057,-0.787370931,-1.708780229,2.274972217,2.202792791,1.836396254,0.611035068,0.175271444,0.164259318,0.032483252,-0.388260081,-0.497189252,-1.207594441,-1.281512135,-1.429619827,-1.308602634,-1.194364038,-1.438955323,-0.959493212,-1.338012715,-0.63859995,-1.342491292,1.348534274,1.928988941,1.094901796,0.48383199,-0.266796559,0.689435777,1.003309461,0.393249359,0.049147359,-0.387547577,-0.379003653,-1.258740946,-1.183395547,-1.897087336,-1.474376454,-1.792141378,-1.314981418,-0.729752707,-0.879821207,-0.447072066,-0.885941948,1.624225738,2.657384356,0.834268874,0.155106847,-0.024430079,-0.53217998,-1.070526722,-0.991740531,-0.255633472,-1.177067129,-0.951980909,-0.75969764,-0.029312395,-0.601516562,0.105196194,0.858425466,-0.691362322,-0.813666782
12.12176016,-0.147026856,0.120708767,-0.71009944,-0.359577884,-1.603771457,0.349502703,-0.62499064,-0.267047902,0.000618897,-1.010473998,0.996220334,-1.260081032,0.848305731,1.21807623,1.722340728,0.948498641,0.490017057,0.009693375,-0.413159293,-0.51655236,-0.597888502,-0.623577183,-0.451203984,-0.010650765,-0.297214247,-1.418832097,-1.059039536,-0.954174967,-0.512534945,-0.72387756,-1.689872045,0.979696134,1.354970981,2.05915612,1.29912702,0.798911205,0.111311152,-0.509081999,-0.405639116,-1.146188605,-1.704774919,-0.445903221,-0.987068344,-0.410015964,-1.449922045,-1.22466445,-1.01027266,-0.000894744,-1.014191797,-0.844515579,0.675675789,1.00803523,1.262132394,0.598029467,0.229233739,-0.065018966,-0.310396875,-0.573270757,0.055698822,0.466389296,-0.365327123,0.754566141,-0.1751886,-1.283779053,-0.874699328,-0.868330255,-0.847446216,-0.48997656,-1.448847139,2.468110614,2.207302585,0.693196296,1.37332169,-0.138247582,-1.387658161,-0.782254345,-1.508682758,-0.633504062,-0.926250025,0.312892504,0.418883753,-0.459532136,0.082876785,0.060503463,-0.826263586,0.076856565,0.28585661,-1.118350509,-1.168742673
7.522331211,-0.127920023,0.261767218,-0.416208732,0.077276613,-1.370396909,0.032401374,-0.198478022,-0.539199859,0.181991911,-1.269806474,1.285062928,-0.868389644,1.042410196,1.091995348,0.621795868,0.475274258,-0.015272579,0.145132398,-0.140613505,-0.118854439,-0.331698643,-0.182472817,0.230108148,-0.24022763,-0.1889938,-1.254450689,-0.804243275,-0.57483539,-0.681414258,-0.630091777,-0.933544693,1.072634626,0.810960562,0.739785728,0.969683868,0.040810426,-0.13258598,0.009801621,-0.202562157,-0.269964417,0.319326916,0.185628753,-0.534295846,-0.727159348,-1.225438712,-1.020814914,-0.565841865,-0.842241678,-0.678837329,-0.699941985,0.934180441,1.271393321,0.447188347,0.015029713,-0.056668085,0.342539028,-0.264886592,-0.016318164,-0.313379436,-0.579246602,0.236882243,0.035703543,0.280437405,-1.176039884,-0.586219741,-0.551986527,-0.539954871,-0.510672248,-1.252952966,0.79374928,1.196842704,0.728329483,3.855842844,-0.210285838,-0.471641438,-0.541968602,-1.307638068,-1.507549382,-0.860759519,0.356637221,-0.234370323,0.301099076,1.086247856,0.17673575,-1.065668024,-0.017608869,0.667569181,-0.969832879,-1.047694074
23.52210166,-1.182927061,0.326068562,-0.77952207,-1.442271628,-0.849682628,-0.794248613,-0.594059401,-0.834701312,0.896017369,-0.084563337,0.247362088,-1.082039492,1.576705038,1.580683663,1.643909423,1.308768807,-0.321571112,-0.545454241,-0.203705481,-0.025168892,-0.973573452,-0.465217363,-1.076467673,-1.063586933,-0.629136517,-0.900277581,-0.160237555,-0.379470223,-0.653643381,-0.459514752,-1.141534715,1.208044,1.364788521,1.334701953,0.962306241,0.227851275,-0.335795826,-0.33088938,0.239047108,-1.486913148,-1.204880979,-0.817731905,-1.375824128,-0.506896092,-1.163066553,0.053679221,0.040717043,-0.049867095,-0.269504486,-1.069407837,1.781488945,1.666582813,1.802178659,1.517652889,-0.686894934,-0.673093543,-0.081534465,-0.265942237,-0.286942015,0.286772781,-1.077102732,-0.678345736,-0.658762466,-0.626920556,-0.321175749,-0.665562971,-1.041300781,-0.480299343,-0.618572269,0.375158946,-0.16418489,3.117386163,-0.253157686,-1.885175289,-1.066248785,0.881262337,0.544845142,-0.310487313,-0.767201654,-1.26117156,-0.507898398,-1.630863206,-1.197064517,2.210800769,-1.065668024,0.416932124,3.263214663,-1.536056344,-1.007344541
23.12453341,1.224533933,0.496872129,0.725279605,-0.325552502,-1.018968673,0.32727828,-0.073223931,-0.509535575,0.213768357,-1.081923699,1.105667625,-0.58352318,0.024272998,0.709536844,0.959674453,0.714904078,0.23988415,-0.433045304,0.015374696,-0.157904321,0.518114406,0.199583615,-0.8163494,-0.425890842,-0.73633186,-0.264352013,-0.246811397,-0.135489673,-0.05032919,-0.74462951,-0.593197385,0.205878773,0.243439681,0.395095076,0.854119707,0.241486158,-0.270525873,-0.097203363,-0.172069335,0.624361558,0.447982778,-0.692181489,-0.732383617,-0.803170651,-0.178385948,-0.184393122,0.053822517,-0.238722645,-0.463604653,-0.635687054,-0.192791102,1.121884504,1.464241144,0.505719971,0.213448414,-0.561353468,0.127635821,-0.127031761,0.296195623,-0.091308981,-0.762619736,-0.068616664,-0.571841577,-0.304991113,-0.2640154,-0.259916609,0.130262361,-0.748816177,-1.463505887,0.943245828,4.083870935,0.798595856,-0.616975441,0.330001082,-1.500151443,-1.077990644,-1.020431369,-1.089527707,-0.140363956,0.498009072,-0.559185851,0.247563373,-0.52815047,0.694497755,-1.065668024,0.5208441,0.438541638,-1.517491641,-0.660338556
19.9640366,-1.15400861,-0.58988269,0.5615967,0.399265873,0.549769558,-0.861850168,-0.551080733,-0.263429574,0.615128279,0.485249846,-0.365761553,0.093034672,0.595773008,-0.421347667,0.605533444,0.385868636,0.384144577,-0.651332383,-0.599991672,-0.566153091,-0.444753173,0.250666568,-0.214675686,-0.448706617,-0.42589162,0.627493044,0.764057715,0.845502636,0.037890842,0.500292612,0.27657907,0.448277947,-0.921383228,0.33284214,0.588722655,0.594768952,-0.752714772,-0.591039867,-0.125908572,-0.362473149,-0.759360799,0.981550573,-0.275048046,-0.857049977,0.568126114,0.260193198,0.977527747,-0.220710352,1.807378171,0.071117183,0.671166805,0.117952658,0.817083915,0.144081062,0.172023358,-0.549373956,-0.587597071,-1.010156533,-0.42654299,1.226121929,-1.24743657,-0.530731324,0.039205577,0.642925233,1.178693159,0.711879366,0.261918907,-0.218709436,-0.33481067,0.046266542,-0.885941948,0.025665753,0.346071558,0.510096722,1.119334978,-0.246232303,-0.56090065,-0.272485343,-0.093585023,-0.876465685,-0.026795861,-0.892665144,2.945057084,-1.815062984,-1.065668024,0.388592494,0.056829067,-0.774903489,-0.765247342
23.12653937,1.121770154,0.770275225,-0.793922522,0.298952021,-1.517069196,-0.284041681,-0.57859283,-0.258277426,0.648440689,-1.177162449,1.279111807,-1.171060262,0.627630125,0.981181242,1.454893029,1.438655524,0.610390242,-0.273185264,-0.642597281,-0.711962866,-0.446015735,-1.004496547,-0.837153238,-0.084467396,-0.764939686,-0.732158085,-0.379329669,-0.167525871,-0.359130236,-0.443538426,-1.538606575,0.655378389,1.07097716,1.616415229,1.76951723,0.819392968,-0.048592828,-0.680322719,-1.070628531,-0.425341818,-1.195604096,-1.350846005,-0.510414864,-0.715245483,-0.914829104,-0.49832224,-0.580121713,-0.511435796,-0.098011515,-0.699941985,0.562543592,0.834463818,1.187799071,1.07717444,0.413689309,-0.422234173,-0.582344762,-0.301640239,-0.366499048,-0.603567903,-0.283379754,0.258936025,-0.722306861,-0.536779162,-0.277325048,0.116057915,-0.255162797,-0.532968952,-1.427355204,2.527909233,2.619735189,0.376997618,-0.616975441,2.202995737,-1.596574256,-0.70832027,-1.422520748,-1.507549382,-0.888826879,0.490197919,-0.565209271,0.412070744,0.082876785,-0.341026256,0.360986995,-0.045948499,0.5021604,-1.36897401,-1.209092206
40.4166248,1.666573103,-0.528302264,-1.583392918,0.322904651,-1.096821873,-0.302705464,-0.377584614,0.24196472,1.218942389,-0.891497848,1.101929639,0.093034672,-0.092035869,0.406863107,0.730291359,0.583476849,0.011222746,-0.429518176,-0.794143766,-0.757799271,-0.616932877,-0.588710094,0.679356321,0.143791597,0.163673746,-0.127470668,0.679285481,0.85033842,0.341594272,0.040910812,-0.801187407,0.069779116,0.714925617,1.510258348,0.872278349,0.241373143,-0.278577917,-0.64592656,-0.938408826,-0.703773697,-0.953841441,0.28108505,-0.409349247,-0.105704814,-0.797335705,0.621508981,0.398803378,0.206110512,-0.378287944,0.504837965,-0.192381925,0.149136647,0.034717439,0.348420051,-0.133602886,-0.507394155,-0.873223204,-0.532870215,-0.418978415,-0.168953047,0.84897531,0.511186622,0.330148392,0.34013961,0.645250191,1.044886043,0.364087847,0.144090293,-0.330926243,0.733950661,0.495707277,0.464830584,0.324670513,-1.506974445,-0.825191752,1.768471234,1.191060216,-1.013523766,-0.991740531,-0.23048765,-0.215023311,0.657806738,0.636017247,-0.008179252,-0.904436464,-1.160640609,2.499789521,-0.737774082,-0.426311264
13.10172493,0.985956718,0.258395755,-0.21614385,-0.215362528,-1.268088435,0.000871693,0.243443342,-0.29953897,0.686451656,-0.998540997,1.109987275,-0.619131488,0.153604269,1.046133739,1.579396287,0.611914671,-0.059624037,-0.334501802,-0.317372495,-0.280045858,-0.561759559,-0.425451922,0.025149804,-0.036613795,-0.157703066,-0.677672057,-0.339313304,-0.151207058,-0.313418535,-0.362909133,-0.706646488,0.179085236,1.199290628,1.92671293,0.60803371,-0.024895848,-0.45040766,-0.519319653,-0.441126016,-0.528265934,-0.601002419,0.059149099,-0.247187569,-0.022115473,-0.614312835,-0.462859755,-0.375025658,-0.275659576,-0.126832295,-0.523240926,0.110784309,0.809114192,1.079454338,0.571525825,-0.083311623,-0.236643696,-0.118239354,-0.083423068,-0.46885168,-0.15178969,0.005187276,0.150613132,-0.250657471,-0.673813083,-0.217515125,0.025778942,-0.326789771,-0.41595379,-1.332115874,1.122641685,2.413518887,1.395860026,0.239066336,0.420048902,-0.793050814,-0.486518046,-0.962990029,-1.412544456,-0.832692159,0.894506564,-0.992282862,0.528438609,-0.129374788,-0.314609827,-0.029877394,0.095749651,0.629397923,-0.867727008,-1.063833887
